rent_approval_date,town,block,street_name,flat_type,predicted_monthly_rent
2021-11,woodlands,367,woodlands avenue 5,4,2465.87646484375
2021-12,tampines,842f,Tampines Street 82,3,2507.41455078125
2021-03,jurong west,931,jurong west street 92,4,2193.3037109375
2023-02,queenstown,61b,strathmore avenue,3,4024.28173828125
2022-07,yishun,712,yishun avenue 5,2,2310.218017578125
2023-03,bedok,128,Bedok North Street 2,3,3599.796142578125
2021-05,choa chu kang,674,Choa Chu Kang Crescent,5,2726.505615234375
2023-07,queenstown,91,Tanglin Halt Road,3,4499.16015625
2021-04,bedok,119,Bedok North Road,3,2129.692138671875
2021-11,sembawang,359c,admiralty drive,3,2528.89013671875
2021-02,bukit batok,307,bukit batok street 31,3,2032.27197265625
2022-07,toa payoh,50,Lorong 5 Toa Payoh,4,3018.22119140625
2021-06,pasir ris,506,Pasir Ris Street 52,5,2262.478759765625
2021-06,pasir ris,272,pasir ris street 21,4,2294.81005859375
2022-02,toa payoh,53,Lorong 5 Toa Payoh,2,2297.386474609375
2021-07,jurong east,101,Jurong East Street 13,2,2071.102783203125
2022-05,bukit batok,267,bukit batok east avenue 4,3,2555.922119140625
2021-10,sengkang,251,Compassvale Street,4,2543.6650390625
2022-01,woodlands,213,marsiling crescent,2,1516.150634765625
2021-09,marine parade,75,marine drive,3,2147.700927734375
2022-08,clementi,343,clementi avenue 5,2,2808.114013671875
2022-12,bukit merah,20,telok blangah crescent,2,3291.919677734375
2022-11,yishun,633a,Yishun Street 61,5,4359.220703125
2022-09,clementi,701,west coast road,2,1908.7960205078125
2022-11,queenstown,82,Strathmore Avenue,4,4248.1484375
2023-06,hougang,698b,hougang street 61,4,2946.93994140625
2021-12,ang mo kio,211,Ang Mo Kio Avenue 3,2,1847.937744140625
2022-03,woodlands,787c,Woodlands Crescent,3,1931.458984375
2023-06,sembawang,507c,wellington circle,4,3333.126220703125
2022-09,hougang,125,Hougang Avenue 1,2,2401.640625
2021-08,bedok,57,Chai Chee Drive,2,1896.8377685546875
2022-03,jurong west,176,boon lay drive,2,2196.37158203125
2021-10,woodlands,572b,Woodlands Avenue 1,4,2312.37255859375
2021-02,geylang,48,circuit road,2,1853.840576171875
2021-04,jurong west,209,boon lay place,2,1819.4967041015625
2021-07,hougang,976,hougang street 91,3,2187.0498046875
2022-08,geylang,34,Circuit Road,2,2141.947509765625
2023-03,woodlands,319,woodlands street 31,2,2748.927978515625
2022-01,sembawang,405,admiralty link,3,2069.80078125
2021-07,clementi,608,clementi west street 1,2,2052.1875
2022-09,queenstown,23,Ghim Moh Link,3,3458.91552734375
2021-05,punggol,641a,punggol drive,3,2018.6827392578125
2023-03,punggol,128b,punggol field walk,4,2846.396728515625
2021-12,toa payoh,19,Joo Seng Road,4,2816.85986328125
2022-05,yishun,424c,Yishun Avenue 11,2,2085.860595703125
2021-01,yishun,274,yishun street 22,3,2021.716552734375
2021-03,kallang/whampoa,2d,upper boon keng road,4,2673.29296875
2022-11,hougang,980d,Buangkok Crescent,4,2969.669677734375
2021-11,bishan,172,bishan street 13,3,2415.763916015625
2021-10,jurong east,315,jurong east street 32,3,2288.28125
2023-01,geylang,106,Aljunied Crescent,2,2711.603759765625
2021-10,central,1d,Cantonment Road,3,2934.447509765625
2023-07,bishan,185,bishan street 13,2,2523.853271484375
2021-09,clementi,367,clementi avenue 2,2,2061.05810546875
2021-01,sengkang,306c,anchorvale link,3,2142.6806640625
2022-05,bukit batok,395,Bukit Batok West Avenue 5,3,2158.420166015625
2022-05,bedok,204,Bedok North Street 1,2,2085.654541015625
2023-02,pasir ris,460,Pasir Ris Drive 4,5,3043.204345703125
2022-01,pasir ris,185,pasir ris street 11,4,2231.21240234375
2023-07,sengkang,189b,Rivervale Drive,5,4282.158203125
2021-09,punggol,327c,Sumang Walk,2,1949.7799072265625
2022-07,serangoon,233,serangoon avenue 3,3,2609.999267578125
2022-01,kallang/whampoa,804,King George'S Avenue,2,2328.498779296875
2023-02,bedok,543,Bedok North Street 3,3,3588.6767578125
2021-11,bedok,529,Bedok North Street 3,2,2041.8165283203125
2021-10,bukit panjang,470,Segar Road,5,2516.350341796875
2022-03,pasir ris,257,Pasir Ris Street 21,4,2705.1142578125
2021-11,bukit merah,112,bukit purmei road,2,2082.3095703125
2022-12,sengkang,195,Rivervale Drive,4,4083.481689453125
2023-03,punggol,106a,punggol field,4,2573.95361328125
2022-05,yishun,607,yishun street 61,3,2319.632080078125
2023-03,pasir ris,408,Pasir Ris Drive 6,5,4428.96337890625
2023-07,bukit merah,131b,kim tian road,4,4102.9326171875
2022-04,hougang,623,Hougang Avenue 8,2,1893.3853759765625
2023-07,clementi,433,Clementi Avenue 3,2,2768.8125
2022-09,sembawang,359,Admiralty Drive,3,2410.5595703125
2021-06,yishun,809,Yishun Ring Road,4,2701.623779296875
2023-07,jurong west,208,Boon Lay Place,2,2331.119384765625
2022-01,punggol,107a,edgefield plains,4,2262.208984375
2023-05,ang mo kio,450,Ang Mo Kio Avenue 10,2,3051.28076171875
2023-02,sengkang,440b,fernvale link,3,3394.24560546875
2023-01,punggol,101a,Punggol Field,4,3628.6142578125
2021-10,clementi,518,west coast road,2,1896.5343017578125
2021-02,woodlands,672,Woodlands Drive 71,4,2382.1298828125
2023-01,bukit panjang,620,Bukit Panjang Ring Road,3,3002.089111328125
2021-05,sengkang,334c,Anchorvale Crescent,3,2442.623779296875
2021-12,bukit merah,119d,Kim Tian Road,3,2997.505126953125
2021-03,punggol,196d,Punggol Field,4,2127.507568359375
2023-05,hougang,334,Hougang Avenue 5,3,3453.93017578125
2023-03,choa chu kang,453,Choa Chu Kang Avenue 4,5,3976.230224609375
2022-09,hougang,980c,buangkok crescent,3,2146.02587890625
2022-01,bukit merah,39,jalan rumah tinggi,3,3053.72900390625
2021-12,woodlands,895c,woodlands drive 50,3,1994.4754638671875
2021-03,sengkang,115,rivervale walk,3,1889.4849853515625
2021-08,geylang,97,Jalan Dua,2,1907.9918212890625
2022-04,bukit batok,386,Bukit Batok West Avenue 5,4,2404.1982421875
2021-06,sembawang,360b,Admiralty Drive,4,2285.230224609375
2021-07,hougang,951,Hougang Avenue 9,4,2657.282958984375
2023-03,sengkang,332c,anchorvale link,3,2492.7744140625
2022-01,jurong east,35,Teban Gardens Road,2,1864.95703125
2023-02,tampines,946,Tampines Avenue 4,3,3045.83251953125
2021-08,kallang/whampoa,107,Jalan Rajah,3,2514.789306640625
2023-06,jurong west,692,jurong west central 1,4,3317.966796875
2021-10,bukit batok,264,bukit batok east avenue 4,2,1789.6199951171875
2022-10,tampines,495f,Tampines Street 43,5,3176.541748046875
2023-07,ang mo kio,345,Ang Mo Kio Avenue 3,2,2519.951171875
2021-01,bedok,126,bedok north street 2,2,1901.8896484375
2021-10,ang mo kio,551,ang mo kio avenue 10,4,2593.50439453125
2022-02,hougang,19,Hougang Avenue 3,2,1915.3795166015625
2022-02,pasir ris,604,elias road,5,2399.40625
2023-07,jurong east,247,Jurong East Street 24,2,2660.53515625
2023-02,sembawang,484,Admiralty Link,4,4008.19580078125
2022-03,geylang,109,aljunied crescent,1,1539.3115234375
2021-12,sengkang,441b,fernvale road,3,2519.51611328125
2022-07,punggol,270c,punggol field,4,2408.925048828125
2021-10,jurong west,664d,Jurong West Street 64,4,2546.17138671875
2021-02,clementi,724,clementi west street 2,4,2553.596435546875
2023-01,woodlands,154,Woodlands Street 13,3,2081.971923828125
2021-03,punggol,614a,edgefield plains,3,1898.2777099609375
2023-07,jurong west,830a,Jurong West Street 81,5,4112.52490234375
2023-05,bishan,108,bishan street 12,3,3430.563720703125
2021-02,queenstown,27,Dover Crescent,4,2794.0927734375
2023-06,bedok,18,bedok sth road,2,2692.518310546875
2021-11,bedok,666,jalan damai,4,2783.7724609375
2023-05,pasir ris,270,Pasir Ris Street 21,5,4042.440185546875
2022-07,sengkang,408c,fernvale road,3,2709.356201171875
2022-05,sengkang,302a,Anchorvale Link,4,2301.911865234375
2022-05,serangoon,412,serangoon central,3,2794.5244140625
2022-11,bedok,403,bedok north avenue 3,3,3127.263916015625
2023-07,bukit panjang,166,Gangsa Road,3,2926.021240234375
2022-06,clementi,358,Clementi Avenue 2,3,3237.50244140625
2021-12,jurong west,406,jurong west street 42,3,2384.300537109375
2021-10,yishun,626,yishun street 61,3,2186.3330078125
2022-11,geylang,41,Sims Drive,2,2349.915283203125
2022-11,sengkang,310a,anchorvale road,4,2849.225341796875
2023-01,queenstown,18b,holland drive,2,3221.001220703125
2022-06,kallang/whampoa,40,cambridge road,4,3200.5625
2021-07,ang mo kio,315a,ang mo kio street 31,3,2551.44482421875
2022-03,hougang,912,Hougang Street 91,3,2289.531494140625
2021-05,woodlands,686b,Woodlands Drive 73,4,2512.38671875
2021-11,yishun,243,yishun ring road,3,2186.929443359375
2021-06,bukit merah,19,Jalan Membina,4,3096.0615234375
2022-03,ang mo kio,310b,Ang Mo Kio Avenue 1,3,2407.076171875
2022-04,bukit batok,407,bukit batok west avenue 4,2,2028.1983642578125
2021-11,yishun,362,yishun ring road,2,1837.865234375
2023-06,jurong east,257,jurong east street 24,2,2501.311767578125
2022-01,jurong west,328,Tah Ching Road,4,2691.30810546875
2023-02,sengkang,267b,compassvale link,4,4002.114990234375
2022-02,jurong west,678b,Jurong West Street 64,3,2575.40625
2023-01,jurong west,684a,Jurong West Street 64,3,2805.646728515625
2023-01,bedok,657,jalan tenaga,3,2735.110595703125
2023-03,ang mo kio,405,ang mo kio avenue 10,2,2819.818603515625
2022-09,jurong east,210,jurong east street 21,2,2325.901123046875
2022-09,pasir ris,139,Pasir Ris Street 11,4,2981.8818359375
2021-12,yishun,755,Yishun Street 72,4,2297.010498046875
2022-12,tampines,244,tampines street 21,2,2962.5380859375
2022-01,woodlands,601,woodlands drive 42,3,2425.025634765625
2022-03,bukit merah,78,Indus Road,2,2463.83544921875
2021-07,pasir ris,453,Pasir Ris Drive 6,3,2174.272705078125
2022-09,toa payoh,161,Lorong 1 Toa Payoh,1,1155.236328125
2021-01,queenstown,28b,dover crescent,3,2614.389404296875
2021-08,bukit batok,422,bukit batok west avenue 2,2,1885.2154541015625
2021-09,woodlands,554,Woodlands Drive 53,3,2059.554931640625
2021-02,sengkang,149,rivervale crescent,3,1770.86181640625
2022-10,punggol,601a,Punggol Central,3,2838.00048828125
2022-09,bishan,203,Bishan Street 23,3,3163.092529296875
2022-07,kallang/whampoa,109,Mcnair Road,4,3160.401123046875
2021-01,woodlands,202,Marsiling Drive,2,1721.262939453125
2023-02,bedok,44,Bedok Sth Road,3,2936.067626953125
2022-03,tampines,284,tampines street 22,2,1823.462646484375
2021-09,bedok,74,bedok north road,2,1744.4034423828125
2021-07,punggol,647,punggol central,4,2452.072021484375
2022-09,clementi,611,clementi west street 1,2,2643.2705078125
2021-08,sengkang,308c,Anchorvale Road,3,2240.307861328125
2021-01,clementi,604,clementi west street 1,4,2507.40380859375
2022-12,hougang,311,hougang avenue 5,3,2818.525634765625
2021-05,kallang/whampoa,15,beach road,3,2550.52734375
2021-04,ang mo kio,644,ang mo kio avenue 4,2,2151.697021484375
2023-02,tampines,271,tampines street 21,2,2632.426513671875
2022-01,woodlands,145,woodlands street 13,2,1764.8756103515625
2023-07,bukit batok,244,bukit batok east avenue 5,3,2486.8916015625
2021-08,jurong west,864,Jurong West Street 81,3,2328.645751953125
2022-08,tampines,113,Simei Street 1,4,2884.704345703125
2023-07,yishun,932,yishun central 1,4,3601.58740234375
2021-02,yishun,160,Yishun Street 11,2,1792.48828125
2021-11,sengkang,190a,Rivervale Drive,4,2507.770263671875
2022-11,hougang,919,hougang avenue 4,4,2134.257080078125
2022-06,tampines,910,tampines street 91,3,3236.348388671875
2021-10,punggol,612a,punggol drive,3,1879.8309326171875
2022-03,toa payoh,259,kim keat avenue,3,2408.440185546875
2022-06,sembawang,502a,wellington circle,5,2194.22998046875
2023-02,jurong west,664c,Jurong West Street 64,4,3617.11328125
2022-05,ang mo kio,509,ang mo kio avenue 8,2,1973.3909912109375
2021-04,punggol,101d,punggol field,4,2000.760009765625
2022-06,jurong west,183c,Boon Lay Avenue,3,2261.1875
2022-03,tampines,720,tampines street 72,4,2322.748779296875
2021-01,ang mo kio,452,Ang Mo Kio Avenue 10,2,1852.4932861328125
2023-04,bedok,116,bedok north road,2,2896.126708984375
2022-12,tampines,894,Tampines Street 81,5,3108.690185546875
2023-03,hougang,156,hougang street 11,4,3142.429931640625
2023-05,sembawang,467,admiralty drive,5,2219.259521484375
2022-08,woodlands,532,woodlands drive 14,4,2778.588623046875
2021-11,jurong east,308,Jurong East Street 32,2,2192.572998046875
2021-11,woodlands,588,Woodlands Drive 16,3,2349.994384765625
2023-04,queenstown,94,commonwealth drive,2,2766.990234375
2023-01,hougang,626,Hougang Avenue 8,3,2861.8017578125
2023-03,yishun,287,yishun avenue 6,2,2893.0546875
2022-03,tampines,731,Tampines Street 71,4,2418.103759765625
2021-10,sembawang,331,sembawang close,4,2426.676513671875
2022-09,jurong west,326,tah ching road,3,2724.54052734375
2021-07,sengkang,271b,sengkang central,3,2165.522216796875
2021-06,sengkang,308a,anchorvale road,4,2230.86279296875
2023-05,clementi,710,clementi west street 2,2,3091.061279296875
2022-08,sengkang,295b,compassvale crescent,4,2433.450439453125
2023-06,woodlands,795,Woodlands Drive 72,4,3526.920654296875
2022-07,bukit panjang,625,Senja Road,4,2578.615478515625
2021-03,jurong west,159,yung ping road,5,2454.429443359375
2021-02,hougang,248,hougang avenue 3,2,1733.049072265625
2023-01,sengkang,408a,fernvale road,3,3346.6318359375
2022-03,woodlands,896a,woodlands drive 50,3,1825.6610107421875
2022-08,marine parade,78,Marine Drive,4,3317.423095703125
2021-12,bukit merah,30,jalan klinik,2,2207.322998046875
2023-07,pasir ris,524b,Pasir Ris Street 51,3,3920.684326171875
2022-06,ang mo kio,637,ang mo kio avenue 6,2,2656.197021484375
2021-04,bishan,217,Bishan Street 23,3,2243.089599609375
2022-11,woodlands,335,woodlands street 32,3,2255.00439453125
2021-07,tampines,870,tampines street 83,3,2181.616943359375
2023-05,pasir ris,568,pasir ris street 51,4,3088.52783203125
2021-07,bukit merah,11,cantonment close,2,2186.03515625
2021-03,bedok,74,bedok north road,2,1761.0184326171875
2021-01,geylang,329,ubi avenue 1,3,2099.618896484375
2021-03,ang mo kio,523,ang mo kio avenue 5,2,1878.2474365234375
2021-06,ang mo kio,302,ang mo kio avenue 3,2,2150.09423828125
2022-05,sembawang,321,sembawang close,4,2398.4365234375
2022-09,ang mo kio,564,ang mo kio avenue 3,2,2351.964111328125
2022-12,sembawang,419,Canberra Road,4,3373.46484375
2022-03,bukit merah,23,Jalan Membina,4,3157.55908203125
2021-08,bukit merah,106,bukit purmei road,3,2352.998046875
2023-02,sengkang,224a,Compassvale Walk,3,3536.045654296875
2021-11,choa chu kang,664,choa chu kang crescent,4,2856.245849609375
2022-01,choa chu kang,684d,choa chu kang crescent,4,2042.2469482421875
2021-03,bukit merah,117,bukit merah central,4,2794.87744140625
2021-05,woodlands,804,woodlands street 81,5,2322.787109375
2023-03,tampines,497g,tampines street 45,4,3376.9912109375
2022-02,jurong west,637,Jurong West Street 61,4,2286.077880859375
2023-03,tampines,515c,Tampines Central 7,4,3949.515625
2021-06,queenstown,91,commonwealth drive,2,1775.9869384765625
2021-09,queenstown,26,dover crescent,4,3045.90771484375
2021-09,serangoon,147,serangoon north avenue 1,2,1870.7713623046875
2023-05,bukit batok,187,bukit batok west avenue 6,3,3813.928466796875
2021-12,kallang/whampoa,13,Upper Boon Keng Road,3,2638.448486328125
2023-02,kallang/whampoa,681,Race Course Road,3,3153.627685546875
2021-04,queenstown,90,commonwealth drive,2,1853.2913818359375
2022-08,bukit batok,388,Bukit Batok West Avenue 5,4,2972.187744140625
2022-08,bedok,158,bedok sth avenue 3,2,1637.224365234375
2021-05,bedok,401,bedok north avenue 3,3,2427.4091796875
2021-09,sengkang,188d,rivervale drive,4,2023.188232421875
2022-08,ang mo kio,455b,Ang Mo Kio Street 44,4,3473.615966796875
2021-07,tampines,164,tampines street 12,2,1981.1961669921875
2023-01,ang mo kio,558,Ang Mo Kio Avenue 10,2,2960.361572265625
2021-08,sengkang,472a,Fernvale Street,4,2444.80615234375
2022-09,yishun,828,yishun street 81,5,3043.885009765625
2021-11,bedok,39,Bedok Sth Road,2,2107.13818359375
2022-07,punggol,305a,Punggol Road,3,2691.459228515625
2022-11,tampines,305,tampines street 32,4,3387.602783203125
2022-01,hougang,953,hougang avenue 9,3,1961.72900390625
2022-08,woodlands,545,Woodlands Drive 16,4,3092.010498046875
2023-02,sembawang,420,Canberra Road,4,3291.901123046875
2021-04,bedok,724,bedok reservoir road,3,2367.80908203125
2021-05,punggol,294,Punggol Central,3,2125.62890625
2023-01,bukit panjang,465,Segar Road,4,3049.874267578125
2021-09,bedok,92,bedok north avenue 4,2,1938.5438232421875
2021-12,jurong east,414,pandan gardens,3,2026.9808349609375
2023-02,queenstown,91,tanglin halt road,4,4168.5224609375
2021-04,bukit batok,238,bukit batok east avenue 5,2,1745.000732421875
2022-11,punggol,117,Edgefield Plains,5,4164.5576171875
2022-04,yishun,362,Yishun Ring Road,2,1880.7662353515625
2021-09,kallang/whampoa,3d,upper boon keng road,3,2842.48486328125
2021-08,sengkang,403a,fernvale lane,4,1975.2806396484375
2021-10,jurong west,658a,jurong west street 65,4,2366.839599609375
2022-05,sengkang,145,Rivervale Drive,4,2659.1494140625
2021-06,jurong west,765,jurong west street 74,4,2694.3583984375
2021-01,bedok,71,bedok sth road,3,2341.255126953125
2023-04,sengkang,236,compassvale walk,4,3741.12744140625
2023-06,kallang/whampoa,112,mcnair road,2,2837.570556640625
2022-12,bukit merah,93a,telok blangah street 31,3,4320.7353515625
2022-01,jurong west,185,boon lay avenue,2,1788.666259765625
2021-09,yishun,215,yishun street 21,3,2218.5380859375
2022-10,kallang/whampoa,468,north bridge road,2,2982.994873046875
2022-03,punggol,632b,Punggol Drive,3,2322.32177734375
2021-05,pasir ris,474,pasir ris drive 6,3,2292.565673828125
2023-06,yishun,712,Yishun Avenue 5,2,2851.234375
2023-05,sengkang,265c,compassvale link,3,3462.078125
2022-03,queenstown,12,holland avenue,2,2426.4228515625
2023-01,sengkang,438b,sengkang west avenue,3,3641.6162109375
2021-04,jurong west,655b,Jurong West Street 61,3,2011.6707763671875
2022-01,queenstown,158,mei ling street,2,2158.615966796875
2022-02,ang mo kio,416,ang mo kio avenue 10,2,2099.078369140625
2022-02,punggol,288c,punggol place,2,2111.247802734375
2021-12,jurong west,837,jurong west street 81,4,2444.843994140625
2021-02,clementi,509,west coast drive,2,1904.3087158203125
2022-06,sembawang,479,sembawang drive,3,2194.353271484375
2021-08,tampines,515b,tampines central 7,4,2667.82470703125
2023-02,clementi,317,Clementi Avenue 4,3,4050.39453125
2021-09,pasir ris,139,pasir ris street 11,4,2465.90234375
2021-09,tampines,234,Tampines Street 21,2,1921.37744140625
2023-01,kallang/whampoa,10,Gloucester Road,2,2714.365478515625
2023-01,sengkang,262c,Compassvale Street,5,3286.62548828125
2021-02,geylang,58,circuit road,2,1832.1988525390625
2022-11,clementi,715,clementi west street 2,3,2188.044921875
2023-07,tampines,450f,tampines street 42,4,3759.716796875
2021-09,bukit panjang,623,senja road,4,2379.513427734375
2022-12,bukit merah,142,Jalan Bukit Merah,2,3274.508056640625
2021-08,yishun,459,yishun avenue 11,1,1553.559326171875
2021-07,punggol,169a,punggol field,4,2244.518310546875
2022-02,bedok,113,Bedok Reservoir Road,3,2401.044677734375
2022-05,bedok,124,Bedok Reservoir Road,3,2735.552734375
2021-01,bukit merah,105,henderson crescent,2,1966.8590087890625
2021-02,marine parade,47,Marine Crescent,2,1945.87451171875
2021-06,pasir ris,487,pasir ris drive 4,4,2096.400634765625
2022-05,jurong west,695,Jurong West Central 1,3,2814.0693359375
2023-07,jurong west,162,yung ping road,5,3030.732177734375
2021-01,hougang,619,hougang avenue 8,2,1711.146484375
2023-03,sembawang,467a,admiralty drive,3,3458.49267578125
2021-01,hougang,953,hougang avenue 9,3,1919.0687255859375
2021-11,sengkang,210b,compassvale lane,3,2192.396728515625
2022-11,pasir ris,270,Pasir Ris Street 21,5,3764.08203125
2022-12,hougang,942,Hougang Street 92,3,3054.6630859375
2023-07,jurong west,658b,jurong west street 65,4,4450.14697265625
2021-12,jurong west,480,jurong west street 41,2,1960.638427734375
2021-09,jurong west,403,jurong west street 42,3,2019.2952880859375
2021-09,sengkang,430a,Fernvale Link,3,2263.934326171875
2021-08,toa payoh,59,lorong 5 toa payoh,2,2028.698974609375
2023-02,bedok,761,bedok reservoir view,4,3115.378662109375
2022-05,hougang,704,hougang avenue 2,3,2064.528564453125
2021-12,jurong west,684a,Jurong West Street 64,3,2590.94580078125
2021-11,yishun,808,yishun ring road,2,2120.73583984375
2022-06,tampines,105,tampines street 11,3,2543.132568359375
2022-08,serangoon,218,serangoon avenue 4,2,2517.683349609375
2021-12,tampines,898a,tampines street 81,4,2318.44287109375
2021-01,bedok,761,bedok reservoir view,4,2429.402099609375
2022-09,bukit batok,514,Bukit Batok Street 52,4,3005.560791015625
2021-10,sengkang,147,Rivervale Crescent,5,2453.8876953125
2021-03,choa chu kang,297a,choa chu kang avenue 2,3,1792.884033203125
2021-01,yishun,386,yishun ring road,4,2056.311767578125
2021-08,pasir ris,142,pasir ris street 11,1,1654.28857421875
2022-07,tampines,890b,tampines avenue 1,2,2190.718017578125
2021-12,bedok,137,bedok north avenue 3,4,2456.6171875
2022-02,punggol,614b,Edgefield Plains,3,2742.0322265625
2023-07,bukit batok,216,Bukit Batok Street 21,4,3952.505126953125
2023-02,clementi,373,clementi avenue 4,3,3594.18896484375
2023-01,tampines,206,Tampines Street 21,2,2429.698486328125
2022-09,tampines,843,tampines street 83,4,2938.83837890625
2022-07,sembawang,357c,Admiralty Drive,4,3145.177978515625
2021-05,tampines,725,tampines street 71,3,2184.01708984375
2023-04,geylang,17b,Circuit Road,3,4037.867919921875
2022-09,jurong east,320,Jurong East Street 31,3,2899.052734375
2023-01,jurong west,420,Jurong West Street 42,3,3372.653076171875
2022-12,geylang,38,Circuit Road,2,2658.7822265625
2022-03,toa payoh,85b,lorong 4 toa payoh,2,2112.256103515625
2021-08,sembawang,353c,admiralty drive,3,2063.880615234375
2023-01,woodlands,22,marsiling drive,2,2343.65576171875
2021-08,jurong west,412,jurong west street 42,3,2173.273681640625
2021-04,toa payoh,203,toa payoh north,2,1936.5130615234375
2021-02,bukit batok,203,bukit batok street 21,4,2467.7412109375
2022-07,bedok,138,Bedok North Street 2,2,2062.21240234375
2021-01,yishun,306,Yishun Central,3,2161.701416015625
2023-04,pasir ris,215,pasir ris street 21,3,3677.338134765625
2021-09,tampines,259,tampines street 21,3,2052.274169921875
2021-04,sengkang,309b,Anchorvale Road,3,1983.597412109375
2023-07,bukit batok,391,Bukit Batok West Avenue 5,3,3487.4423828125
2022-07,jurong west,606,jurong west street 65,4,2415.290283203125
2021-06,yishun,222,yishun street 21,2,1783.6575927734375
2022-12,bukit batok,209,bukit batok street 21,3,3257.247802734375
2023-07,jurong west,207,boon lay place,2,2301.896728515625
2023-02,woodlands,788,woodlands avenue 6,5,3587.265869140625
2022-12,clementi,450,clementi avenue 3,2,2469.944091796875
2022-04,bukit merah,126a,Kim Tian Road,3,3102.74267578125
2023-05,kallang/whampoa,49,dorset road,2,3425.816162109375
2022-01,marine parade,77,Marine Drive,4,2989.78271484375
2022-03,serangoon,216,Serangoon Avenue 4,4,2587.18896484375
2021-12,sembawang,471,Sembawang Drive,5,2605.052734375
2022-06,bukit merah,16,cantonment close,3,3678.271728515625
2021-02,choa chu kang,434,Choa Chu Kang Avenue 4,4,2469.331298828125
2022-05,sengkang,324c,Sengkang East Way,5,2559.178955078125
2022-01,serangoon,536,Serangoon North Avenue 4,3,2438.65185546875
2021-08,tampines,892a,Tampines Avenue 8,5,2639.79052734375
2023-06,yishun,749,yishun street 72,3,2613.311279296875
2023-03,jurong west,977,jurong west street 93,4,3601.58642578125
2021-10,bukit merah,113,Bukit Purmei Road,3,2911.717529296875
2021-03,geylang,98,aljunied crescent,2,1869.2508544921875
2023-03,punggol,126c,edgedale plains,4,3532.843994140625
2022-02,tampines,270,tampines street 21,2,1869.749755859375
2022-11,serangoon,226,Serangoon Avenue 4,3,3295.53564453125
2022-03,jurong west,138b,yuan ching road,2,2481.850830078125
2023-06,yishun,139,yishun ring road,2,2144.421630859375
2021-10,choa chu kang,791,Choa Chu Kang North 6,4,2367.775146484375
2022-05,sengkang,319c,anchorvale drive,4,3253.279296875
2021-07,pasir ris,536,pasir ris drive 1,5,2456.5400390625
2023-04,bukit batok,105,bukit batok central,3,3065.8486328125
2023-07,woodlands,787d,woodlands crescent,4,3598.56298828125
2022-06,geylang,58,Dakota Crescent,2,2282.88623046875
2023-01,bedok,41,chai chee street,2,2229.529541015625
2023-02,clementi,310,Clementi Avenue 4,3,3479.992431640625
2022-03,sengkang,123d,rivervale drive,3,2752.16748046875
2023-05,hougang,517,hougang avenue 10,2,2775.346923828125
2023-05,tampines,705,tampines street 71,4,3341.444091796875
2021-01,woodlands,644,Woodlands Ring Road,3,2012.7781982421875
2021-03,woodlands,623,woodlands drive 52,4,2138.0849609375
2023-01,ang mo kio,643,Ang Mo Kio Avenue 5,2,1947.17431640625
2022-08,bukit batok,503,bukit batok street 52,3,3059.909423828125
2021-03,tampines,842h,Tampines Street 82,3,2176.040771484375
2021-03,choa chu kang,401,choa chu kang avenue 3,3,2065.018798828125
2021-08,bukit panjang,471,segar road,4,1984.6839599609375
2022-11,bukit batok,316,Bukit Batok Street 32,2,2614.456787109375
2021-04,marine parade,67,Marine Drive,2,1961.6820068359375
2022-09,tampines,150,Tampines Street 12,3,2722.193115234375
2021-07,ang mo kio,434,ang mo kio avenue 10,3,2325.36376953125
2023-04,geylang,82,macpherson lane,2,2909.791748046875
2021-04,sengkang,472a,fernvale street,3,2416.88720703125
2023-06,tampines,267,tampines street 21,3,2639.838623046875
2023-04,sengkang,307c,anchorvale road,4,3838.37060546875
2023-01,marine parade,32,Marine Crescent,2,2372.162109375
2022-04,bishan,263,bishan street 22,3,2541.054443359375
2023-03,yishun,302,yishun central,4,2973.341796875
2022-12,bishan,166,bishan street 13,3,3185.94873046875
2023-02,ang mo kio,639,ang mo kio avenue 6,2,1936.5614013671875
2022-10,punggol,231b,sumang lane,3,2884.1171875
2022-12,choa chu kang,435,choa chu kang avenue 4,4,3456.224365234375
2021-03,tampines,262,tampines street 21,3,2228.081298828125
2021-08,woodlands,312,Woodlands Street 31,3,2161.823486328125
2022-05,yishun,813a,yishun ring road,2,2504.775146484375
2021-10,jurong west,339a,kang ching road,2,2006.1534423828125
2023-02,geylang,66,circuit road,2,2115.783935546875
2021-09,yishun,401,yishun avenue 6,3,2378.362548828125
2023-07,bukit batok,365,Bukit Batok Street 31,3,2976.465576171875
2022-04,ang mo kio,442,ang mo kio avenue 10,2,1959.91552734375
2021-10,clementi,506,West Coast Drive,2,2030.9813232421875
2021-09,tampines,887,tampines street 81,3,1995.5855712890625
2021-04,jurong west,187,boon lay avenue,2,1692.04443359375
2023-01,jurong west,620,jurong west street 65,4,3235.6552734375
2022-09,jurong west,721,Jurong West Avenue 5,3,2975.662841796875
2022-09,bedok,519,Bedok North Avenue 1,2,2301.4990234375
2021-01,serangoon,318,Serangoon Avenue 2,5,2684.242431640625
2021-05,bedok,30,New Upper Changi Road,2,1876.39794921875
2022-04,sengkang,306b,Anchorvale Link,5,2375.49609375
2023-07,yishun,742,yishun avenue 5,2,3021.429931640625
2022-12,tampines,148,Simei Street 1,3,2604.604248046875
2023-03,bukit merah,21,Telok Blangah Crescent,2,2753.9423828125
